name,address,type,latitude,longitude,phone,website,is_service_area_only,containing_places,rating,reviews,opening_hours,place_id
Tad Campbell RD,"3450 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6598705,-96.875764,(214) 214-5820,https://utswmed.org/doctors/carl-campbell/?utm_medium=organic&utm_source=google&utm_campaign=gbp&utm_content=website,False,,,,,ChIJ2ZUeTgGRToYRz2PoPYnu4BI
Karanjit Sandhu MD,"3450 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6598705,-96.875764,(214) 214-5810,https://utswmed.org/doctors/karanjit-sandhu/?utm_medium=organic&utm_source=google&utm_campaign=gbp&utm_content=website,False,,,,,ChIJHx5zAbaRToYRq9YOMtH9QQA
Neurology - UT Southwestern RedBird,"3450 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6598705,-96.875764,(214) 214-5820,https://utswmed.org/locations/ut-southwestern-medical-center-redbird/neurology-med-ctr-redbird/?utm_medium=organic&utm_source=google&utm_campaign=gbp&utm_content=website,False,,,,,ChIJyZ2VmuuRToYRaAYxW8mk0KI
Uma Pulipaka MD,"3450 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6598705,-96.875764,(214) 214-5821,https://utswmed.org/doctors/uma-pulipaka/?utm_medium=organic&utm_source=google&utm_campaign=gbp&utm_content=website,False,,,,,ChIJEf_obD-RToYRcyBIgBaNi9Q
Shruti Zaveri MD,"3450 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6598705,-96.875764,(214) 645-4673,https://utswmed.org/doctors/shruti-zaveri/?utm_medium=organic&utm_source=google&utm_campaign=gbp&utm_content=website,False,,,,,ChIJVT52ZJyRToYR24Le-KkeKPg
Srijna Nandivada MD,"3450 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6598705,-96.875764,(214) 214-5830,https://utswmed.org/doctors/srijna-nandivada/,False,,,,,ChIJiUTa6aeRToYREynoZ4OFMUo
Park at Cliff Creek,"7310 Marvin D. Love Fwy, Dallas, TX 75237, USA",apartment_complex,32.656624199999996,-96.8732809,(972) 572-0000,http://www.chavezfoundation.org/,False,,,,,ChIJDSNmJACRToYRIFHmUbZHves
Jomova Store,"7310 Marvin D. Love Fwy, Dallas, TX 75237, USA",,32.6566143,-96.8732924,(214) 609-8453,,False,,,,,ChIJKXru3wSRToYRwjyxHRuydeY
Casa de Lety,"3150 Cliff Creek Crossing Dr, Dallas, TX 75237, USA",nail_salon,32.6553957,-96.8721253,,,False,,,,,ChIJ31X_bgCRToYRXhgS__mnvXo
SAAVY GURL FRAGRANCES,"7272 Marvin D. Love Fwy, Dallas, TX 75237, USA",hair_salon,32.658423,-96.87103700000002,,https://auniksalon.com/,False,,,,,ChIJ04LL99yRToYRYeywuTuTo4Q
ma divine illustration,"7272 Marvin D. Love Fwy, Dallas, TX 75237, USA",,32.658423,-96.87103700000002,(214) 289-4071,https://www.madivineillustration.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7449528134518528473,False,,,,,ChIJD54UvluRToYR6epmK1BW38M
Thic-Creations,"7272 Marvin D. Love Fwy, Dallas, TX 75237, USA",store,32.658423,-96.87103700000002,,,False,,,,,ChIJXQqvgjCRToYRf9cV15LGL7g
Machandra's Baked Goods,"7501 Chesterfield Dr Apt 912, Dallas, TX 75237, USA",dessert_shop,32.654964899999996,-96.8712729,(214) 462-0613,https://machandras-baked-goods.ueniweb.com/?utm_campaign=gmb,False,,,,,ChIJ92Iuh4eRToYR9cuJyqVHgF8
On Boss-ish,"7501 Chesterfield Dr, Dallas, TX 75237, USA",clothing_store,32.654964899999996,-96.8712729,(469) 359-2378,https://on-boss-ish.ueniweb.com/?utm_campaign=gmb,False,,,,,ChIJS5KyUpqRToYRkjn3Y6l2c_o
La Playa Apartments - Mandalay Palms Shoreside,"7501 Chesterfield Dr, Dallas, TX 75237, USA",apartment_complex,32.655075499999995,-96.8707441,(972) 780-0818,https://www.laplayaapartment.com/,False,,,,,ChIJJwq9FnCRToYRyNaTKH67PxQ
D'Elegance Of Event Planning & Decorating LLC,"Hwy 67, Dallas, TX 75232, USA",service,32.6590695,-96.87203989999999,(214) 527-8448,https://deleganceofeventplanning.com/?utm_campaign=gmb,False,,,,,ChIJN9Jryi6RToYRn9JPCWB7GiM
Chesterfield @ St George - N - MB1,"Dallas, TX 75237, USA",bus_stop,32.656211000000006,-96.869744,,,False,,,,,ChIJt1c7CgWRToYRtAhQHku2tfo
Hood J Barber 💈,"7272 Marvin D. Love Fwy #2632, Dallas, TX 75237, USA",barber_shop,32.6590997,-96.871438,(972) 513-5044,https://hoodjbarber.booksy.com/,False,,,,,ChIJ1Sq5LHSRToYRcktIoGD-vrY
Exchange 7272,"7272 Marvin D. Love Fwy, Dallas, TX 75237, USA",apartment_complex,32.658647699999996,-96.8705184,(972) 885-2591,https://www.exchange7272apts.com/?utm_knock=g,False,,,,,ChIJuxWDPwSRToYRuhXyTGsjdNc
Castillo tattoo piercing,"7460 Chesterfield Dr, Dallas, TX 75237, USA",service,32.6567073,-96.8694244,(682) 250-9464,https://instagram.com/castillo_tattoo_piercing?igshid=ZDdkNTZiNTM=,False,,,,,ChIJASQHL9uRToYRlkXRmQubVY8
Mándale,"7550 Cliff Creek Crossing Dr, Dallas, TX 75237, USA",apartment_complex,32.6545296,-96.87044449999999,,,False,,,,,ChIJXcW3LwCZToYRcTahx91kgY0
Progress Institute INC,"7441 Marvin D. Love Fwy #310, Dallas, TX 75237, USA",educational_institution,32.657536,-96.87579900000001,(945) 230-8684,,False,,,,,ChIJedDY_RWRToYRQImdpqAlMe8
Square Business Security,"7441 Marvin D. Love Fwy #310, Dallas, TX 75237, USA",employment_agency,32.657536,-96.87579900000001,(214) 202-5376,,False,,,,,ChIJb0G63_KZToYRqOqp6gNo2q0
LASH LOVE MG,"7450 Chesterfield Dr, Dallas, TX 75237, USA",beauty_salon,32.6573828,-96.86907,(239) 222-2185,https://www.instagram.com/lashlove_mg,False,,,,,ChIJ2XDh2AGRToYR_OGR1emggjI
Kids Foot Locker,"3540 W Camp Wisdom Rd, Dallas, TX 75237, USA",shoe_store,32.659808000000005,-96.87323599999999,(972) 296-6318,https://stores.kidsfootlocker.com/tx/dallas/3540-west-camp-wisdom-road-6864.html,False,,,,,ChIJQ3vOZqqRToYRXM0VexPoYrg
Champs Sports,"3540 W Camp Wisdom Rd, Dallas, TX 75237, USA",shoe_store,32.659808000000005,-96.87323599999999,(972) 283-3445,https://stores.champssports.com/tx/dallas/3540-w-camp-wisdom-road-14395.html,False,,,,,ChIJQ3vOZqqRToYRTxmWO6GYWA8
Harris Funeral Home & Cremations,"3906 W Camp Wisdom Rd, Dallas, TX 75237, USA",funeral_home,32.6612777,-96.88308169999999,(817) 947-7335,https://www.harrisfuneralandcremations.com/,False,,,,,ChIJTSy2GTmRToYRsGqwvmPUGWk
Ericka’s House of Elegance,"3906 W Camp Wisdom Rd Unit 105, Dallas, TX 75237, USA",event_venue,32.661352,-96.8830657,(214) 779-4122,,False,,,,,ChIJnRiTsbKRToYR0z_tKZZ1jYQ
Flourishing Follicles Beauty Salon,"3906 W Camp Wisdom Rd Ste 200, Dallas, TX 75237, USA",beauty_salon,32.661352,-96.8830657,(469) 360-8262,http://www.hairwithmeka.com/,False,,,,,ChIJqSl_L9GRToYR51xGXknZOJI
Chalaki Law,"3906 W Camp Wisdom Rd Unit 105, Dallas, TX 75237, USA",lawyer,32.661352,-96.8830657,(972) 793-8500,https://chalakilaw.com/?utm_source=gbp&utm_medium=Organic&utm_campaign=Dallas,False,,,,,ChIJ7ertPaWRToYRZG1XBXs-0wQ
New Salon Dallas - Hair Stylist,"3906 W Camp Wisdom Rd Ste 200, Dallas, TX 75237, USA",hair_salon,32.661352,-96.8830657,(469) 438-4922,,False,,,,,ChIJbT4KlLKRToYRH5KTKurRgq4
Keys To Love,"3906 W Camp Wisdom Rd, Dallas, TX 75237, USA",medical_center,32.6612714,-96.8829726,(214) 238-0879,,False,,,,,ChIJSbvgjquRToYRZkid2EFdMA8
Metroplex Mortuary Embalming Service,"3906 W Camp Wisdom Rd, Dallas, TX 75237, USA",,32.6616375,-96.88306829999999,(817) 947-7335,,False,,,,,ChIJxziJ7i2RToYRAfCBHdTvRyI
Check N Title Loans,"3906 W Camp Wisdom Rd #101, Dallas, TX 75237, USA",finance,32.6616375,-96.88306829999999,(972) 701-0080,https://www.checkntitle.com/OakCliffCederHillDesoto.html,False,,,,,ChIJ4WH9jquRToYRbjJfIRN5Ngs
Bailey's Furniture,"3910 W Camp Wisdom Rd, Dallas, TX 75237, USA",furniture_store,32.661691999999995,-96.8834443,(972) 283-3152,http://baileysfurnituresite.com/,False,,,,,ChIJx3gid6yRToYRCmGFNYC_vVs
Xclusive Haircuts,"7163 S Westmoreland Rd #1, Dallas, TX 75237, USA",barber_shop,32.6611328,-96.8825378,(214) 838-1729,http://styleseat.com/xclusive_haircuts,False,,,,,ChIJkcwslKuRToYRzcpdwBbTJ-w
Sherwin-Williams Paint Store,"7171 S Westmoreland Rd, Dallas, TX 75237, USA",building_materials_store,32.6609243,-96.88238609999999,(972) 298-4664,https://www.sherwin-williams.com/store-locator/paint-store/dallas/tx/707343?utm_source=google&utm_medium=local_listing&utm_campaign=tag_local_listing,False,,,,,ChIJ3Y7uv6uRToYRNmKVfUjEDy0
Edb Rd Fade Factory & Salon,"Dallas, TX 75237, USA",barber_shop,32.6611315,-96.88230519999999,,,False,,,,,ChIJ8yYblKuRToYRXYUg4O4PsTI
Colters Bar B Que,"3904 W Camp Wisdom Rd, Dallas, TX 75237, USA",barbecue_restaurant,32.661616099999996,-96.882418,(972) 298-3335,http://coltersbbq.com/,False,,,,,ChIJh8bAmauRToYRU3m9m9gvdkc
American Way @ Camp Wisdom - N - NS,"Dallas, TX 75237, USA",bus_station,32.661640399999996,-96.88401119999999,,,False,,,,,ChIJO7TRZKyRToYRyUzNd6qhJ5s
Westmoreland @ Preferred - S - NS,"Dallas, TX 75237, USA",bus_stop,32.660728,-96.88222499999999,,,False,,,,,ChIJkf8X66uRToYRQbufNPG0Grs
Camp Wisdom @ American Way - W - NS,"Dallas, TX 75237, USA",bus_station,32.662129,-96.883888,,,False,,,,,ChIJj4V9fayRToYRIfQFdoIPvOg
Camp Wisdom Carwash,"7171 American Way #7131, Dallas, TX 75237, USA",car_wash,32.6610097,-96.88444469999999,,,False,,,,,ChIJ34jna6yRToYRX7mOKYyffKg
Pep Boys Auto Service & Tires,"4010 W Camp Wisdom Rd, Dallas, TX 75237, USA",tire_shop,32.661581,-96.884446,(972) 590-6842,https://www.pepboys.com/stores/tx/dallas/4010-w-camp-wisdom-rd?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,False,,,,,ChIJ058IaqyRToYRe3usGTCOJK8
AutoZone Auto Parts,"4010 W Camp Wisdom Rd, Dallas, TX 75237, USA",auto_parts_store,32.6615497,-96.8844704,(214) 459-0944,https://www.autozone.com/locations/tx/dallas/4010-w-camp-wisdom-rd.html?cmpid=LOC:US:EN:AD:NL:1000000:GEN:1653,False,,,,,ChIJvVTUn1qRToYR4j7E2ZDVD_0
Camp Wisdom @ American Way - E - NS,"Dallas, TX 75237, USA",bus_station,32.661922,-96.88429500000001,,,False,,,,,ChIJ5XXLY6yRToYRv2jj_hfVR-k
Katy BEAUTY SUPPLY,"Dallas, TX 75237, USA",store,32.662700799999996,-96.8834667,,,False,,,,,ChIJW8j2gqyRToYRzwUG6I480tE
Rita's Couture,"3917 W Camp Wisdom Rd #106, Dallas, TX 75237, USA",clothing_store,32.662773,-96.88351139999999,(469) 881-4025,,False,,,,,ChIJ8bg4oKuRToYRwLqh8sLwKT0
Camp's Jewelry & Loan,"4007 W Camp Wisdom Rd, Dallas, TX 75237, USA",service,32.6623697,-96.8844913,(972) 296-0069,http://campspawnshop.wixsite.com/camps,False,,,,,ChIJ-7y7i6yRToYRpl94YdPfa-A
Wisdom Food Mart,"3917 W Camp Wisdom Rd, Dallas, TX 75237, USA",grocery_store,32.6627946,-96.8838155,(336) 768-8690,,False,,,,,ChIJlVYng6yRToYRv61Tuv6ISJw
Rent Tire,"4017 W Camp Wisdom Rd, Dallas, TX 75237, USA",tire_shop,32.662236299999996,-96.8850712,(214) 948-6665,https://www.rentawheel.com/,False,,,,,ChIJkUd99qyRToYRnvsNzDFqumM
RAW Wheels & Tires,"4017 W Camp Wisdom Rd, Dallas, TX 75237, USA",tire_shop,32.6623442,-96.885063,(214) 948-6665,https://locations.rentawheel.com/tx/dallas/4017-w.-camp-wisdom-road,False,,,,,ChIJbyN71yoeTIYRMma7w8MC3Dc
Legendary Art Tattoo Studio,"4027 W Camp Wisdom Rd, Dallas, TX 75237, USA",store,32.662296999999995,-96.8852629,(469) 888-9279,https://www.instagram.com/legendaryarttattoostudio/,False,,,,,ChIJ7-MSOoSRToYRkQXtezcP1gs
All or Nothing Co,"7010 American Way, Dallas, TX 75237, USA",clothing_store,32.6632506,-96.8836599,(214) 931-3004,https://all-or-nothing-co.ueniweb.com/?utm_campaign=gmb,False,,,,,ChIJe6DZtHCRToYRcjh9oDBq2Ng
SkullFace Inc.,"7010 American Way Ste C, Dallas, TX 75237, USA",store,32.6632506,-96.8836599,,,False,,,,,ChIJ6YGI-H2RToYRXWFNQ8sJd4A
Audacious Activity,"7010 American Way Ste H, Dallas, TX 75237, USA",clothing_store,32.6632507,-96.88365979999999,(945) 259-4688,https://audaciousactivity.com/,False,,,,,ChIJ1UJnAVWRToYRGSbEuCRpzCU
True Texas Productions,"7010 American Way Ste H, Dallas, TX 75237, USA",store,32.6632507,-96.88365979999999,(214) 944-7696,,False,,,,,ChIJ16zcqaeRToYRSbmq66bURHQ
Metro by T-Mobile,"4022 W Camp Wisdom Rd, Dallas, TX 75237, USA",cell_phone_store,32.6614875,-96.8856735,(469) 577-1538,https://www.metrobyt-mobile.com/stores/bd/metro-by-t-mobile-dallas-tx-10294011/?utm_source=google&utm_medium=lastmile&utm_campaign=39321,False,,,,,ChIJQT1GWKyRToYRnzq9jApmzgc
Soda And Snack,"4020 W Camp Wisdom Rd, Dallas, TX 75237, USA",convenience_store,32.6614807,-96.8856971,(972) 373-4356,,False,,,,,ChIJ43DQHp2RToYRs1IcdGVQtkc
Firestone Complete Auto Care,"3720 W Camp Wisdom Rd, Dallas, TX 75237, USA",tire_shop,32.6613627,-96.880594,(972) 863-0230,https://www.firestonecompleteautocare.com/texas/dallas/3720-w-camp-wisdom-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,False,,,,,ChIJsYrdW6qRToYR9D7p5mJLtqA
Bridgestone,"Dallas, TX 75237, USA",tire_shop,32.6615682,-96.880591,,,False,,,,,ChIJb4T_S6qRToYRUYSmOgDxT0Y
China King Super Buffet II,"3907 W Camp Wisdom Rd, Dallas, TX 75237, USA",chinese_restaurant,32.6624552,-96.88302039999999,(972) 572-6188,http://www.china-king-super-buffet.com/,False,,,,,ChIJSYoagqyRToYRfeoPeYSIrxk
So Clucking Good Cajun Wings,"3917 W Camp Wisdom Rd Ste 103, Dallas, TX 75237, USA",restaurant,32.6627273,-96.88330839999999,(972) 365-1941,,False,,,,,ChIJwZ5JOw2RToYR9BoY5mJNaXg
Chuck E. Cheese,"7110 S Westmoreland Rd, Dallas, TX 75237, USA",amusement_center,32.660737499999996,-96.88147339999999,(972) 298-7973,https://www.chuckecheese.com/dallas-redbird,False,,,,,ChIJZXXJx6uRToYR0RqRkDcoX8o
The Soul Food Train dba The Bo-Legged Turkey,"3917 W Camp Wisdom Rd Ste 108 # 239, Dallas, TX 75237, USA",restaurant,32.6627704,-96.88344,(469) 960-9945,http://thesoulfoodtrain.com/,False,,,,,ChIJ-yULBTyRToYRSnLdTDeqEiQ
Kongo’s Kitchen,"3917 W Camp Wisdom Rd, Dallas, TX 75237, USA",fast_food_restaurant,32.662884999999996,-96.88389049999999,,,False,,,,,ChIJaWru2caRToYRoGMe9TB_7fk
Golden Chick,"3789 W Camp Wisdom Rd, Dallas, TX 75237, USA",fast_food_restaurant,32.6622699,-96.88134540000001,(214) 238-0841,http://locations.goldenchick.com/tx/dallas/1330/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,False,,,,,ChIJhVl9na6RToYRc8LD_I07InE
Hall's Honey-Fried Chicken,"4105 W Camp Wisdom Rd, Dallas, TX 75237, USA",chicken_restaurant,32.6623169,-96.8860885,(469) 372-2600,http://www.hallshoneyfriedchickendtx.com/,False,,,,,ChIJya1nAK2RToYRr3quk7cPDkM
Mo's Italian Bistro,"3704 W Camp Wisdom Rd #100, Dallas, TX 75237, USA",italian_restaurant,32.6616275,-96.8797244,(972) 803-6360,http://www.mositalianbistro.com/,False,,,,,ChIJrcgxvT2RToYRYbgLKq4wOSM
Breakfast Brothers,"3704 W Camp Wisdom Rd #110, Dallas, TX 75237, USA",breakfast_restaurant,32.6616275,-96.8797244,(469) 829-6670,https://www.breakfastbrothers.com/,False,,,,,ChIJ08Pfeg-RToYREfMFJXUcVDg
SAX,"4107 W Camp Wisdom Rd #225, Dallas, TX 75237, USA",restaurant,32.6632398,-96.8860761,(972) 863-8220,http://www.saxdtx.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=406232871043301473,False,,,,,ChIJq32f08SRToYR3Mj8cm1htbc
Tadassy Caribbean Eatz,"4107 W Camp Wisdom Rd #239, Dallas, TX 75237, USA",restaurant,32.663272,-96.88657099999999,(570) 534-1107,http://www.tadassycaribbeaneatz.com/,False,,,,,ChIJgwA1UryRToYRAyO7oef44Nc
Cookies N Smoothies,"3662 W Camp Wisdom Rd, Red Bird Mall STE 1070, Dallas, TX 75237, USA",american_restaurant,32.661998499999996,-96.87904329999999,(469) 751-2793,http://cookiesnsmoothies.com/,False,,,,,ChIJoVP3VlKRToYR7F6xlWH-d64
Krystallin Hair Studio,"3917 W Camp Wisdom Rd #101, Dallas, TX 75237, USA",hair_salon,32.6627704,-96.88344,(512) 814-7871,,False,,,,,ChIJUwx8OjuRToYReU8_SxGx9yM
Dallas Hair Bar,"3917 W Camp Wisdom Rd #101, Dallas, TX 75237, USA",hair_salon,32.6627704,-96.88344,,,False,,,,,ChIJKarKv8SRToYROHDYqw2aCuE
Massa Magic Hands African Hair Braiding,"3917 W Camp Wisdom Rd #106, Dallas, TX 75237, USA",hair_salon,32.662773,-96.88351139999999,(469) 226-0662,,False,,,,,ChIJze_hMDiRToYR_3atk1s_1XE
The Headquarters Deluxe Studios,"7010 American Way suiteB, Dallas, TX 75237, USA",hair_salon,32.6632506,-96.8836599,(214) 457-0377,,False,,,,,ChIJx-LVWdKRToYRkUnuYkWiiho
Flava Hair Salon,"7010 American Way Ste A1, Dallas, TX 75237, USA",hair_salon,32.6632507,-96.88365979999999,(214) 486-9474,http://flavahairsalon.booksy.com/,False,,,,,ChIJ_UdRmiaRToYR6F7urhiZAdQ
American Plaza,"7010 American Way, Dallas, TX 75237, USA",real_estate_agency,32.6632507,-96.88365979999999,(214) 395-4948,,False,,,,,ChIJaWBmmayRToYRmLZUhqQw6ig
Hadi saleh,"3777 W Camp Wisdom Rd, Dallas, TX 75237, USA",hair_salon,32.6629909,-96.88097409999999,,,False,,,,,ChIJYzUpJwCRToYRJhO49ybI5IY
The Hair Depot,"3777 W Camp Wisdom Rd, Dallas, TX 75237, USA",store,32.6633037,-96.88104960000001,(469) 317-7106,https://www.thehairdepottexas.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3540203823394169063,False,,,,,ChIJCa7L69eRToYR2LYvdgRZLeE
Zayy stylez,"3777 W Camp Wisdom Rd, Dallas, TX 75237, USA",hair_salon,32.6632597,-96.8809258,(945) 280-8883,http://zayystylez.booksy.com/,False,,,,,ChIJlXjv9riRToYRkq34BxhGMXw
Casa Azul Apartments,"4060 Preferred Pl apt 122, Dallas, TX 75237, USA",condominium_complex,32.6602374,-96.88637340000001,(682) 400-1087,https://casaazulapartments.com/?switch_cls[id]=88265,False,,,,,ChIJSbCQ1K2RToYRrHIN3JLiiV8
That’s Jazzy,"3729 W Camp Wisdom Rd, Dallas, TX 75237, USA",hair_salon,32.6632508,-96.8804376,,https://www.vagaro.com/thatsjazzy/book-now,False,,,,,ChIJ1UJYaQCRToYRO4X61qTH2cY
"Real Hair Beauty Bar, LLC","3729 W Camp Wisdom Rd, Dallas, TX 75237, USA",hair_salon,32.6632508,-96.8804376,(469) 223-3174,,False,,,,,ChIJ-1iSTQeRToYR7uh9e9akoFg
BraidsByAzha,"3715 W Camp Wisdom Rd Ste B, Dallas, TX 75237, USA",hair_salon,32.66331480000001,-96.8800888,(682) 458-4247,https://braidsbyazha.styleseat.com/,False,,,,,ChIJFzEdfuiRToYR6c10Hv5MVjI
Stargill Charlotte MD,"7010 American Way # D, Dallas, TX 75237, USA",doctor,32.6631626,-96.8834195,(972) 283-1951,,False,,,,,ChIJ7yrsnayRToYRh9CyAGb6_-Y
Wow Dental,"3704 W Camp Wisdom Rd Ste 120 Suite 120, Dallas, TX 75237, USA",dentist,32.6616275,-96.87972359999999,(972) 709-4867,https://www.mywowdental.com/,False,,,,,ChIJ67H6AQGRToYRCaC83PRQfr0
The Center for Vision Health,"3717 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6633877,-96.88012529999999,(214) 828-4600,https://centerforvisionhealth.org/,False,,,,,ChIJXfFT85yRToYRTom-ihXTsso
Yongying Luxury Automotive Sales Company,"3662 W Camp Wisdom Rd, Dallas, TX 75237, USA",car_dealer,32.6612349,-96.8778459,,,False,,,,,ChIJMWbPEwCRToYRDbJT62knVZM
Raw Bloom Studio,"3662 W Camp Wisdom Rd, Dallas, TX 75237, USA",beauty_salon,32.6612349,-96.8778459,(469) 994-7942,,False,,,,,ChIJX1ZvmwyRToYRF2NKbBjQsr8
Beverly luxury jewlers,"3662 W Camp Wisdom Rd, Dallas, TX 75237, USA",jewelry_store,32.6612349,-96.8778459,(214) 272-3778,https://www.facebook.com/marketplace/profile/61570475371568/?ref=permalink&mibextid=6ojiHh,False,,,,,ChIJPa0A-ISRToYR6yCVvDqC6kU
Tattoo.man.james,"3662 W Camp Wisdom Rd, Dallas, TX 75237, USA",store,32.6612349,-96.8778459,(817) 333-4625,,False,,,,,ChIJHxiRkdSRToYRQtXcAO31QDQ
Foot Locker,"3540 W Camp Wisdom Rd, Dallas, TX 75237, USA",shoe_store,32.6610807,-96.8778025,(972) 296-8576,https://stores.footlocker.com/tx/dallas/3540-w-camp-wisdom-road-25018.html,False,,,,,ChIJQ3vOZqqRToYRfbWeD4vQqmE
Starbucks,"3620 W Camp Wisdom Rd, Dallas, TX 75237, USA",coffee_shop,32.66177,-96.87853000000001,(972) 780-5561,https://www.starbucks.com/store-locator/store/1023632,False,,,,,ChIJJxBedLyRToYRenVkaYa-T-w
"Notary Public Morris ""Mo"" Brothers (Mobile Service)","3620 W Camp Wisdom Rd, Dallas, TX 75237, USA",finance,32.661876899999996,-96.87855549999999,(469) 389-0407,,False,,,,,ChIJiUf5CHCRToYRT3Y2zoHCEXA
Wright Resource Group,"3560 W Camp Wisdom Rd, Dallas, TX 75237, USA",point_of_interest,32.6621574,-96.8781449,(214) 762-4822,https://wrightresourcegroup.com/,False,,,,,ChIJq6qa4lmcToYRPEHwaxsjXOA
"Pluto Global Group, LLC（PGG）","W Camp Wisdom Rd, Dallas, TX 75237, USA",car_dealer,32.6602961,-96.8781387,,,False,,,,,ChIJM86aZACRToYRrzphHvJIH9s
Chick-fil-A,"3502 W Camp Wisdom Rd, Dallas, TX 75237, USA",fast_food_restaurant,32.662182099999995,-96.87728609999999,(214) 736-3085,https://www.chick-fil-a.com/locations/tx/redbird?utm_source=google&utm_medium=gmb,False,,,,,ChIJD_5P64mRToYRwolqFyC8fOQ
Camp Wisdom @ Del Rey - E - NS,"Dallas, TX 75237, USA",bus_stop,32.662101,-96.87859399999999,,,False,,,,,ChIJwaOjfKqRToYRrprdC4cA6EM
Camp Wisdom @ Del Rey - W - NS,"Dallas, TX 75237, USA",bus_stop,32.662372,-96.878266,,,False,,,,,ChIJt_4TfqqRToYRCXTRIed-CzU
MOTION AUTOMOTIVE,"3482 W Camp Wisdom Rd, Dallas, TX 75237, USA",car_repair,32.662129199999995,-96.87689429999999,(972) 780-8700,http://www.motionautomotive.us/,False,,,,,ChIJp7PbZ0aRToYRTm8NmPBJSDk
Liqui Moly,"3482 W Camp Wisdom Rd suite 100, Dallas, TX 75237, USA",tire_shop,32.6622275,-96.8769147,,,False,,,,,ChIJO1O9iwCRToYRcWjMvGuuu_A
earth essence herbals,"3662 W Camp Wisdom Rd, Dallas, TX 75237, USA",store,32.661998499999996,-96.87904329999999,(214) 864-9728,,False,,,,,ChIJQ9s_cxGRToYRKguwkIrVJ7o
Eye Finesse,"3662 W Camp Wisdom Rd, Dallas, TX 75237, USA",shopping_mall,32.661998499999996,-96.87904329999999,,,False,,,,,ChIJYVgEYgCRToYRZzt9qBYFYIE
Wisdom Counselors LLC,"3662 W Camp Wisdom Rd, Dallas, TX 75237, USA",health,32.661998499999996,-96.87904329999999,(802) 379-9318,https://www.wisdomcounselors.com/contact-us-2/,False,,,,,ChIJ__-P_KmRToYRoCW8snDmS84
SNIPES,"3662 W Camp Wisdom Rd Space 1047, Dallas, TX 75237, USA",shoe_store,32.661998499999996,-96.87904329999999,(469) 902-5159,https://stores.snipesusa.com/tx/dallas/3662-west-camp-wisdom-rd-2110.html?utm_source=rio&utm_medium=maps&utm_campaign=store-locator,False,,,,,ChIJQ3vOZqqRToYRvQXGFJ2OfPE
Da Reel Boudin Spot,"3662 W Camp Wisdom Rd # 2013, Dallas, TX 75237, USA",association_or_organization,32.6619743,-96.8791079,(972) 296-2999,,False,,,,,ChIJpXvOZqqRToYRuHna-C4i9rM
H&N auto sales,"3482 W Camp Wisdom Rd suit 100, Dallas, TX 75237, USA",car_dealer,32.6622513,-96.8768473,(682) 449-3516,http://handnautosales.com/,False,,,,,ChIJL1mYiwCRToYRkQEkTpGwIPA
Wireless Stop & Fragrances,"Inside RedBird Mall, 3662 W Camp Wisdom Rd #1067, Dallas, TX 75237, USA",service,32.6598389,-96.87721739999999,(972) 803-6505,,False,,,,,ChIJ_TirhXKRToYRh6pnnn463FY
BROOKLYN DALLAS DIAMONDS,"3662 W Camp Wisdom Rd #1065, Dallas, TX 75237, USA",jewelry_store,32.6600292,-96.87669550000001,(972) 707-0530,http://instagram.com/brooklynjewelersmike,False,,,,,ChIJj_j_HrqRToYRqxCmaocwYmU
Stuff Clearance Store,"3647 W Camp Wisdom Rd, Dallas, TX 75237, USA",discount_store,32.6625492,-96.8790155,(469) 372-6430,http://stuffcstore.com/?utm_source=gmb&utm_medium=referral,False,,,,,ChIJXx-ttXORToYR28dAw6ilnaE
Air Brush,"Red Bird Mall, Dallas, TX 75237, USA",clothing_store,32.659759099999995,-96.8770649,,,False,,,,,ChIJkVtWawCRToYRpz251DrFuBg
Fino A Gentleman Clothier,"3662 W Camp Wisdom Rd #1051, Dallas, TX 75237, USA",clothing_store,32.6596426,-96.8774408,(214) 741-7259,,False,,,,,ChIJxWhurhiZToYRvtdO76sQScM
George Clothing,"3662 W Camp Wisdom Rd #1055, Dallas, TX 75237, USA",clothing_store,32.659675199999995,-96.87728489999999,(972) 283-5803,,False,,,,,ChIJpXvOZqqRToYR0UMEQMM0AOk
Urban Connections,"3662 W Camp Wisdom Rd #1053, Dallas, TX 75237, USA",clothing_store,32.6596563,-96.8773621,(972) 283-1160,http://www.urbanconnection.shop/,False,,,,,ChIJpXvOZqqRToYRz6oBQaMRbLo
